Sample_ID,Window_ID,Timestamp_s,AccX_g,AccY_g,AccZ_g,Activity
477,W00010,1.3,0.0524,0.0983,0.965,Standing
478,W00010,1.35,-0.0191,0.0752,0.9892,Standing
479,W00010,1.4,0.09,0.0483,0.989,Standing
480,W00010,1.45,0.0672,0.0961,0.9617,Standing
481,W00010,1.5,0.0634,0.1206,0.9806,Standing
482,W00010,1.55,0.0871,0.0661,0.9792,Standing
483,W00010,1.6,0.1072,0.0779,0.9728,Standing
484,W00010,1.65,0.0851,0.0645,0.9739,Standing
485,W00010,1.7,0.0299,0.1417,0.9761,Standing
486,W00010,1.75,0.0634,0.0841,0.9699,Standing
487,W00010,1.8,0.0433,0.122,0.9864,Standing
488,W00010,1.85,0.0375,0.0799,0.9679,Standing
489,W00010,1.9,0.0629,0.1092,0.981,Standing
490,W00010,1.95,0.0897,0.0889,0.9588,Standing
491,W00010,2.0,0.0784,0.0377,0.9584,Standing
492,W00010,2.05,0.0701,0.1105,0.9855,Standing
493,W00010,2.1,0.0795,0.1238,0.9954,Standing
494,W00010,2.15,0.0591,0.0448,0.9115,Standing
495,W00010,2.2,0.0435,0.1012,0.9889,Standing
496,W00010,2.25,0.0732,0.0923,0.9815,Standing
497,W00010,2.3,0.0537,0.0715,0.9354,Standing
498,W00010,2.35,0.0791,0.0948,0.9524,Standing
499,W00010,2.4,0.0528,0.0425,0.9833,Standing
500,W00010,2.45,0.0631,0.1065,0.9956,Standing
501,W00011,0.0,0.2682,0.2002,0.9734,Walking
502,W00011,0.05,0.2874,0.1199,1.0713,Walking
503,W00011,0.1,0.351,0.1422,1.0977,Walking
504,W00011,0.15,0.3722,0.412,1.087,Walking
505,W00011,0.2,0.0553,0.2224,1.0578,Walking
506,W00011,0.25,0.2608,0.0905,0.9209,Walking
507,W00011,0.3,-0.0023,0.0689,0.7939,Walking
508,W00011,0.35,-0.0315,-0.0195,0.8753,Walking
509,W00011,0.4,-0.0148,-0.0876,0.941,Walking
510,W00011,0.45,-0.1243,-0.0043,0.9203,Walking
511,W00011,0.5,0.0287,0.0198,0.869,Walking
512,W00011,0.55,0.1635,0.116,1.0006,Walking
513,W00011,0.6,0.1976,0.2241,0.9815,Walking
514,W00011,0.65,0.3092,0.2944,1.0928,Walking
515,W00011,0.7,0.1598,0.3529,1.0258,Walking
516,W00011,0.75,0.1561,0.2922,1.0613,Walking
517,W00011,0.8,0.0779,0.2808,1.1564,Walking
518,W00011,0.85,0.0975,-0.0118,0.9905,Walking
519,W00011,0.9,0.2746,-0.0197,0.9874,Walking
520,W00011,0.95,-0.0596,-0.0374,0.7687,Walking
521,W00011,1.0,-0.095,0.0828,0.774,Walking
522,W00011,1.05,-0.0369,-0.0137,0.8598,Walking
523,W00011,1.1,0.1372,0.2437,0.9671,Walking
524,W00011,1.15,0.2182,0.202,0.9737,Walking
525,W00011,1.2,0.1538,0.1821,1.1273,Walking
526,W00011,1.25,0.3685,0.2314,1.0297,Walking
527,W00011,1.3,0.2717,0.1477,1.1735,Walking
528,W00011,1.35,0.2743,0.2734,1.0994,Walking
529,W00011,1.4,-0.048,0.1073,0.8686,Walking
530,W00011,1.45,-0.1128,0.1959,0.9382,Walking
531,W00011,1.5,-0.015,0.1077,0.8245,Walking
532,W00011,1.55,-0.2331,-0.0543,0.9066,Walking
533,W00011,1.6,-0.0284,0.0816,0.8015,Walking
534,W00011,1.65,0.0439,0.0226,0.92,Walking
535,W00011,1.7,0.1295,0.1027,1.0055,Walking
536,W00011,1.75,0.2421,0.2169,0.8048,Walking
537,W00011,1.8,0.2971,0.387,0.9158,Walking
538,W00011,1.85,0.322,0.413,1.0833,Walking
539,W00011,1.9,0.2092,0.2461,1.0335,Walking
540,W00011,1.95,0.1536,0.1161,1.0679,Walking
541,W00011,2.0,0.2871,0.2587,0.9369,Walking
542,W00011,2.05,0.055,0.026,0.7585,Walking
543,W00011,2.1,-0.0356,0.0366,0.8543,Walking
544,W00011,2.15,-0.0474,-0.0894,0.7718,Walking
545,W00011,2.2,-0.0785,-0.0108,0.8521,Walking
546,W00011,2.25,0.0919,0.236,0.8919,Walking
547,W00011,2.3,0.1557,0.0598,1.0277,Walking
548,W00011,2.35,0.3306,0.2533,0.9386,Walking
549,W00011,2.4,0.2155,0.26,0.9851,Walking
550,W00011,2.45,0.0778,0.0193,0.8823,Walking
551,W00012,0.0,0.2674,0.1948,0.8944,Walking
552,W00012,0.05,0.1236,0.2249,0.9478,Walking
553,W00012,0.1,0.1236,0.0396,0.9935,Walking
554,W00012,0.15,0.1123,0.2274,0.9359,Walking
555,W00012,0.2,0.0705,0.1251,0.9513,Walking
556,W00012,0.25,0.0194,0.0657,1.02,Walking
557,W00012,0.3,-0.0165,-0.0201,0.9388,Walking
558,W00012,0.35,-0.0557,0.0928,0.7567,Walking
559,W00012,0.4,0.1325,0.0125,0.993,Walking
560,W00012,0.45,-0.1729,0.2094,0.9775,Walking
561,W00012,0.5,0.114,0.1246,0.8945,Walking
562,W00012,0.55,0.0456,0.0172,0.9006,Walking
563,W00012,0.6,0.1478,0.2393,0.8585,Walking
564,W00012,0.65,0.4268,0.1785,0.9884,Walking
565,W00012,0.7,0.3575,0.208,1.0359,Walking
566,W00012,0.75,0.217,0.2445,0.9866,Walking
567,W00012,0.8,0.2657,0.2507,1.0213,Walking
568,W00012,0.85,0.1744,0.2622,0.9967,Walking
569,W00012,0.9,0.1842,0.2702,0.9875,Walking
570,W00012,0.95,0.0864,0.2036,0.9251,Walking
571,W00012,1.0,0.0751,0.0643,0.931,Walking
572,W00012,1.05,-0.0649,-0.0275,1.0452,Walking
573,W00012,1.1,-0.0901,-0.0163,0.9835,Walking
574,W00012,1.15,-0.0588,0.0586,0.875,Walking
575,W00012,1.2,-0.0743,0.0973,0.7791,Walking
576,W00012,1.25,0.0371,0.1867,0.7825,Walking
577,W00012,1.3,-0.0702,-0.0355,0.8474,Walking
578,W00012,1.35,0.0736,0.1185,0.9607,Walking
579,W00012,1.4,0.0452,0.1386,0.9415,Walking
580,W00012,1.45,0.1653,0.1678,0.9158,Walking
581,W00012,1.5,0.156,0.2463,0.8867,Walking
582,W00012,1.55,0.2293,0.2379,0.9608,Walking
583,W00012,1.6,0.4523,0.2429,1.0753,Walking
584,W00012,1.65,0.1404,0.2019,0.9985,Walking
585,W00012,1.7,0.2541,0.2594,0.8734,Walking
586,W00012,1.75,0.1039,0.2744,0.9178,Walking
587,W00012,1.8,0.1116,0.2766,0.9906,Walking
588,W00012,1.85,-0.0176,0.0597,0.9529,Walking
589,W00012,1.9,0.0296,-0.0206,0.8815,Walking
590,W00012,1.95,0.0564,0.0164,0.7918,Walking
591,W00012,2.0,-0.0084,-0.0403,0.9175,Walking
592,W00012,2.05,-0.044,0.1148,0.8084,Walking
593,W00012,2.1,0.0804,-0.011,0.8491,Walking
594,W00012,2.15,-0.0171,0.0956,0.8055,Walking
595,W00012,2.2,-0.0139,0.0251,1.0058,Walking
596,W00012,2.25,0.1043,0.1494,1.0325,Walking
597,W00012,2.3,0.1804,0.2329,1.0066,Walking
598,W00012,2.35,0.222,0.3698,1.0621,Walking
599,W00012,2.4,0.1959,0.2073,0.9078,Walking
600,W00012,2.45,0.2868,0.2909,1.071,Walking
601,W00013,0.0,0.4658,0.2722,0.9661,Walking
602,W00013,0.05,0.4345,0.2568,0.9285,Walking
603,W00013,0.1,0.1469,0.2529,0.9158,Walking
604,W00013,0.15,0.0001,0.1417,0.8981,Walking
605,W00013,0.2,0.0732,0.1301,0.8177,Walking
606,W00013,0.25,0.0593,0.0588,0.9037,Walking
607,W00013,0.3,0.0801,0.0665,0.9168,Walking
608,W00013,0.35,-0.009,0.0179,0.9285,Walking
609,W00013,0.4,-0.1011,0.1386,0.851,Walking
610,W00013,0.45,-0.2399,-0.0003,0.9444,Walking
611,W00013,0.5,-0.0177,0.036,0.9566,Walking
612,W00013,0.55,0.0512,0.1737,0.7702,Walking
613,W00013,0.6,0.0146,0.1426,0.8964,Walking
614,W00013,0.65,0.1236,0.1468,0.848,Walking
615,W00013,0.7,0.1793,0.1757,0.899,Walking
616,W00013,0.75,0.1966,0.1102,1.0174,Walking
617,W00013,0.8,0.1621,0.3673,1.011,Walking
618,W00013,0.85,0.3011,0.3188,1.1473,Walking
619,W00013,0.9,0.1578,0.1999,1.1929,Walking
620,W00013,0.95,0.3597,0.1553,1.0515,Walking
621,W00013,1.0,0.1335,0.2395,0.9825,Walking
622,W00013,1.05,0.1892,0.1292,0.9597,Walking
623,W00013,1.1,0.0291,0.2104,0.9408,Walking
624,W00013,1.15,0.0564,0.1616,0.9582,Walking
625,W00013,1.2,-0.044,0.064,0.8283,Walking
626,W00013,1.25,-0.0232,0.0676,0.9153,Walking
627,W00013,1.3,-0.1484,0.1895,0.84,Walking
628,W00013,1.35,-0.2134,-0.0055,0.9452,Walking
629,W00013,1.4,-0.0819,0.0815,0.9809,Walking
630,W00013,1.45,-0.0455,0.1563,1.031,Walking
631,W00013,1.5,-0.0823,0.118,0.906,Walking
632,W00013,1.55,0.045,0.1469,0.8402,Walking
633,W00013,1.6,0.0278,0.2114,0.8428,Walking
634,W00013,1.65,0.2242,0.1889,0.9797,Walking
635,W00013,1.7,0.2238,0.3189,0.9083,Walking
636,W00013,1.75,0.2745,0.2141,0.8993,Walking
637,W00013,1.8,0.4794,0.1525,1.0019,Walking
638,W00013,1.85,0.2605,0.4418,0.9402,Walking
639,W00013,1.9,0.2359,0.1535,1.0542,Walking
640,W00013,1.95,0.2008,0.2288,1.1277,Walking
641,W00013,2.0,0.0773,0.1817,0.9249,Walking
642,W00013,2.05,-0.0204,0.0979,0.9388,Walking
643,W00013,2.1,0.0437,-0.0386,0.7621,Walking
644,W00013,2.15,0.0169,0.1845,0.8843,Walking
645,W00013,2.2,-0.3185,0.17,0.8043,Walking
646,W00013,2.25,-0.0963,0.1189,0.7734,Walking
647,W00013,2.3,-0.0873,0.0784,0.7235,Walking
648,W00013,2.35,-0.0636,0.243,1.0204,Walking
649,W00013,2.4,0.1362,0.0155,0.7898,Walking
650,W00013,2.45,0.0562,0.2026,0.8518,Walking
651,W00014,0.0,0.4396,-0.7751,0.6721,Abnormal Movement
652,W00014,0.05,1.1131,0.3058,1.3411,Abnormal Movement
653,W00014,0.1,0.2159,1.413,0.8751,Abnormal Movement
654,W00014,0.15,-0.4207,0.086,0.3484,Abnormal Movement
655,W00014,0.2,-1.4433,-0.6185,0.0469,Abnormal Movement
656,W00014,0.25,0.8441,0.4176,0.6913,Abnormal Movement
657,W00014,0.3,0.3854,0.3649,0.5853,Abnormal Movement
658,W00014,0.35,0.826,0.3604,0.9414,Abnormal Movement
659,W00014,0.4,-0.9502,-0.2666,1.2731,Abnormal Movement
660,W00014,0.45,0.3903,-0.6063,0.8053,Abnormal Movement
661,W00014,0.5,0.7773,0.1047,1.0711,Abnormal Movement
662,W00014,0.55,0.4202,0.8147,1.2024,Abnormal Movement
663,W00014,0.6,0.2855,0.34,0.8272,Abnormal Movement
664,W00014,0.65,-1.1696,0.4553,0.714,Abnormal Movement
665,W00014,0.7,0.259,-0.4382,0.6243,Abnormal Movement
666,W00014,0.75,0.0152,0.8854,0.1187,Abnormal Movement
667,W00014,0.8,0.633,0.4934,0.2449,Abnormal Movement
668,W00014,0.85,1.1126,0.2114,0.5489,Abnormal Movement
669,W00014,0.9,-0.6319,0.4592,1.0892,Abnormal Movement
670,W00014,0.95,0.1574,0.0659,0.3983,Abnormal Movement
671,W00014,1.0,0.3992,0.5835,-0.2074,Abnormal Movement
672,W00014,1.05,1.0367,0.7079,0.2283,Abnormal Movement
673,W00014,1.1,0.3413,0.3438,1.7046,Abnormal Movement
674,W00014,1.15,0.2367,0.2798,0.0048,Abnormal Movement
675,W00014,1.2,-0.0642,0.7926,0.8557,Abnormal Movement
676,W00014,1.25,1.7339,0.7428,0.9527,Abnormal Movement
677,W00014,1.3,-0.157,0.1601,0.2279,Abnormal Movement
678,W00014,1.35,-0.2164,1.0932,0.0746,Abnormal Movement
679,W00014,1.4,0.0264,-0.0629,0.8172,Abnormal Movement
680,W00014,1.45,0.2057,0.4681,0.4653,Abnormal Movement
681,W00014,1.5,0.8752,0.1818,0.6398,Abnormal Movement
682,W00014,1.55,0.2926,-0.6974,0.9624,Abnormal Movement
683,W00014,1.6,-0.2314,-0.404,0.5272,Abnormal Movement
684,W00014,1.65,-0.7449,0.0355,1.0471,Abnormal Movement
685,W00014,1.7,1.1253,0.6152,0.7263,Abnormal Movement
686,W00014,1.75,1.1977,0.5191,1.006,Abnormal Movement
687,W00014,1.8,0.4538,0.5613,0.6478,Abnormal Movement
688,W00014,1.85,-0.0101,0.3644,0.8392,Abnormal Movement
689,W00014,1.9,0.2312,0.5198,0.9546,Abnormal Movement
690,W00014,1.95,0.2117,0.4433,0.5371,Abnormal Movement
691,W00014,2.0,1.4875,0.5103,1.2439,Abnormal Movement
692,W00014,2.05,0.1814,0.0267,0.265,Abnormal Movement
693,W00014,2.1,0.2107,-0.4804,-0.4658,Abnormal Movement
694,W00014,2.15,1.0195,0.7967,0.7218,Abnormal Movement
695,W00014,2.2,0.8363,-0.0691,1.1577,Abnormal Movement
696,W00014,2.25,0.4407,0.3875,0.6873,Abnormal Movement
697,W00014,2.3,0.2268,0.1513,0.2759,Abnormal Movement
698,W00014,2.35,0.031,-1.0334,0.3279,Abnormal Movement
699,W00014,2.4,0.1639,0.5727,0.558,Abnormal Movement
700,W00014,2.45,1.0421,0.3595,0.0596,Abnormal Movement
701,W00015,0.0,0.0274,0.9373,0.0703,Abnormal Movement
702,W00015,0.05,0.8505,0.3945,1.0816,Abnormal Movement
703,W00015,0.1,0.9168,0.5908,1.1021,Abnormal Movement
704,W00015,0.15,0.549,0.4948,1.0272,Abnormal Movement
705,W00015,0.2,0.4248,0.8752,1.1896,Abnormal Movement
706,W00015,0.25,0.2507,0.5429,0.3724,Abnormal Movement
707,W00015,0.3,-0.2104,0.955,1.7084,Abnormal Movement
708,W00015,0.35,-0.3098,0.9579,0.6049,Abnormal Movement
709,W00015,0.4,-0.2565,0.216,0.2837,Abnormal Movement
710,W00015,0.45,-0.5835,-0.6074,0.0999,Abnormal Movement
711,W00015,0.5,-0.2623,0.066,0.7113,Abnormal Movement
712,W00015,0.55,-0.9059,0.421,0.062,Abnormal Movement
713,W00015,0.6,-0.1554,0.1825,-0.3767,Abnormal Movement
714,W00015,0.65,0.8283,0.1661,-0.0556,Abnormal Movement
715,W00015,0.7,0.2571,0.641,0.3136,Abnormal Movement
716,W00015,0.75,0.1056,0.9953,0.9314,Abnormal Movement
717,W00015,0.8,0.233,-0.6246,1.1084,Abnormal Movement
718,W00015,0.85,0.9714,1.3199,0.0762,Abnormal Movement
719,W00015,0.9,0.9446,0.9878,1.4237,Abnormal Movement
720,W00015,0.95,0.6174,0.7773,0.1107,Abnormal Movement
721,W00015,1.0,0.3628,0.1652,0.2854,Abnormal Movement
722,W00015,1.05,0.7831,0.3346,0.7381,Abnormal Movement
723,W00015,1.1,-0.3392,0.3223,0.606,Abnormal Movement
724,W00015,1.15,-0.4369,-0.7685,0.1387,Abnormal Movement
725,W00015,1.2,-0.5413,0.153,-0.2364,Abnormal Movement
726,W00015,1.25,-2.0539,1.2756,0.1446,Abnormal Movement
727,W00015,1.3,-0.3036,0.5537,0.2623,Abnormal Movement
728,W00015,1.35,-0.6124,0.3433,0.1064,Abnormal Movement
729,W00015,1.4,0.7941,0.1424,0.4084,Abnormal Movement
730,W00015,1.45,0.3124,0.4302,0.9633,Abnormal Movement
731,W00015,1.5,1.1499,0.8431,1.6053,Abnormal Movement
732,W00015,1.55,0.7018,0.7042,1.2822,Abnormal Movement
733,W00015,1.6,0.3547,0.8864,0.1795,Abnormal Movement
734,W00015,1.65,0.7343,0.8618,0.9735,Abnormal Movement
735,W00015,1.7,0.5145,-0.1481,1.0012,Abnormal Movement
736,W00015,1.75,-0.1077,-0.0265,-0.2432,Abnormal Movement
737,W00015,1.8,0.4706,-0.5961,0.3702,Abnormal Movement
738,W00015,1.85,0.3812,-0.4507,0.7408,Abnormal Movement
739,W00015,1.9,0.8243,-0.0243,-0.2214,Abnormal Movement
740,W00015,1.95,-0.5227,-0.9202,-0.4934,Abnormal Movement
741,W00015,2.0,0.3448,-0.6588,0.5261,Abnormal Movement
742,W00015,2.05,0.4179,0.3721,0.5021,Abnormal Movement
743,W00015,2.1,0.1613,-0.0143,0.9769,Abnormal Movement
744,W00015,2.15,-0.0918,0.4033,0.5535,Abnormal Movement
745,W00015,2.2,0.5266,-0.0007,0.8764,Abnormal Movement
746,W00015,2.25,-0.209,0.1682,0.9244,Abnormal Movement
747,W00015,2.3,0.4119,0.5028,0.733,Abnormal Movement
748,W00015,2.35,0.5431,1.2929,-0.0228,Abnormal Movement
749,W00015,2.4,0.4848,0.6117,0.9942,Abnormal Movement
750,W00015,2.45,0.8627,-1.0957,1.1367,Abnormal Movement
751,W00016,0.0,-0.1663,-0.1679,1.0042,Running
752,W00016,0.05,-0.1243,-0.1159,1.0414,Running
753,W00016,0.1,0.7012,0.145,0.7298,Running
754,W00016,0.15,0.7321,0.7125,1.249,Running
755,W00016,0.2,0.3913,0.7589,1.1123,Running
756,W00016,0.25,0.0516,0.4076,0.8479,Running
757,W00016,0.3,-0.1721,0.2046,0.8495,Running
758,W00016,0.35,-0.6072,-0.2362,0.4829,Running
759,W00016,0.4,-0.1612,-0.0778,0.7289,Running
760,W00016,0.45,-0.0757,0.2486,0.8667,Running
761,W00016,0.5,0.1983,0.4432,1.0215,Running
762,W00016,0.55,0.7046,0.8326,1.0503,Running
763,W00016,0.6,0.4331,0.2637,0.7518,Running
764,W00016,0.65,0.1631,0.0994,0.7403,Running
765,W00016,0.7,0.0438,-0.1276,0.4961,Running
766,W00016,0.75,-0.4655,-0.2609,0.8957,Running
767,W00016,0.8,-0.1222,0.1236,0.7204,Running
768,W00016,0.85,0.1678,-0.0152,0.7273,Running
769,W00016,0.9,0.537,0.6964,1.0861,Running
770,W00016,0.95,0.6742,0.7052,0.9659,Running
771,W00016,1.0,0.4965,0.4352,0.9307,Running
772,W00016,1.05,-0.1065,0.3046,0.8162,Running
773,W00016,1.1,-0.2886,0.2285,0.8325,Running
774,W00016,1.15,-0.5064,-0.1034,0.7105,Running
775,W00016,1.2,-0.1542,0.1881,0.9365,Running
776,W00016,1.25,0.6827,0.4312,0.9239,Running
777,W00016,1.3,0.61,0.6436,1.0411,Running
778,W00016,1.35,0.6661,0.4602,0.9235,Running
779,W00016,1.4,0.0615,0.1949,0.6468,Running
780,W00016,1.45,0.0781,0.1045,1.1161,Running
781,W00016,1.5,-0.4284,-0.2287,1.0101,Running
782,W00016,1.55,-0.1303,0.0551,0.7516,Running
783,W00016,1.6,0.0041,0.2888,0.818,Running
784,W00016,1.65,0.336,0.3843,1.0411,Running
785,W00016,1.7,0.5666,0.638,0.8774,Running
786,W00016,1.75,0.5508,0.4945,0.8305,Running
787,W00016,1.8,0.2038,0.192,0.8674,Running
788,W00016,1.85,-0.1114,0.1136,0.7059,Running
789,W00016,1.9,-0.2535,-0.1485,0.7623,Running
790,W00016,1.95,-0.4318,0.015,0.5888,Running
791,W00016,2.0,0.2265,-0.0283,0.9337,Running
792,W00016,2.05,0.6204,0.6045,1.0437,Running
793,W00016,2.1,0.9343,0.3624,0.9407,Running
794,W00016,2.15,0.3087,0.3543,1.1197,Running
795,W00016,2.2,0.1329,0.3632,0.9284,Running
796,W00016,2.25,-0.162,0.1579,0.9391,Running
797,W00016,2.3,-0.463,-0.1949,0.917,Running
798,W00016,2.35,-0.3543,-0.13,0.9846,Running
799,W00016,2.4,0.2223,0.412,0.7651,Running
800,W00016,2.45,0.4056,0.4999,1.0889,Running
801,W00017,0.0,0.8914,0.0868,0.2959,Sleeping
802,W00017,0.05,0.883,0.09,0.2951,Sleeping
803,W00017,0.1,0.8912,0.0727,0.2942,Sleeping
804,W00017,0.15,0.8752,0.0855,0.2898,Sleeping
805,W00017,0.2,0.8721,0.0721,0.2984,Sleeping
806,W00017,0.25,0.8711,0.0832,0.3018,Sleeping
807,W00017,0.3,0.8885,0.082,0.2997,Sleeping
808,W00017,0.35,0.8669,0.0795,0.2879,Sleeping
809,W00017,0.4,0.8685,0.0823,0.306,Sleeping
810,W00017,0.45,0.8715,0.0952,0.3063,Sleeping
811,W00017,0.5,0.8848,0.0781,0.3012,Sleeping
812,W00017,0.55,0.8866,0.0745,0.2927,Sleeping
813,W00017,0.6,0.8767,0.08,0.2939,Sleeping
814,W00017,0.65,0.8896,0.0792,0.3162,Sleeping
815,W00017,0.7,0.886,0.0835,0.3145,Sleeping
816,W00017,0.75,0.8932,0.0779,0.3046,Sleeping
817,W00017,0.8,0.8911,0.0829,0.2935,Sleeping
818,W00017,0.85,0.8782,0.0944,0.3109,Sleeping
819,W00017,0.9,0.8854,0.0748,0.3022,Sleeping
820,W00017,0.95,0.8826,0.0858,0.3142,Sleeping
821,W00017,1.0,0.8877,0.0839,0.2963,Sleeping
822,W00017,1.05,0.8857,0.0891,0.3046,Sleeping
823,W00017,1.1,0.8843,0.0833,0.2992,Sleeping
824,W00017,1.15,0.8899,0.0741,0.3069,Sleeping
825,W00017,1.2,0.8847,0.0914,0.2959,Sleeping
826,W00017,1.25,0.8902,0.0817,0.3083,Sleeping
827,W00017,1.3,0.8847,0.0796,0.2979,Sleeping
828,W00017,1.35,0.8832,0.0848,0.2939,Sleeping
829,W00017,1.4,0.8918,0.0791,0.3055,Sleeping
830,W00017,1.45,0.8921,0.0841,0.3029,Sleeping
831,W00017,1.5,0.8945,0.093,0.2842,Sleeping
832,W00017,1.55,0.8896,0.0828,0.3007,Sleeping
833,W00017,1.6,0.8829,0.0871,0.3019,Sleeping
834,W00017,1.65,0.8862,0.0742,0.3025,Sleeping
835,W00017,1.7,0.8859,0.0755,0.3173,Sleeping
836,W00017,1.75,0.8706,0.0812,0.2959,Sleeping
837,W00017,1.8,0.8757,0.0857,0.3009,Sleeping
838,W00017,1.85,0.8969,0.0878,0.2875,Sleeping
839,W00017,1.9,0.8842,0.0764,0.2895,Sleeping
840,W00017,1.95,0.8619,0.0778,0.2965,Sleeping
841,W00017,2.0,0.8837,0.0938,0.3,Sleeping
842,W00017,2.05,0.8859,0.0758,0.2995,Sleeping
843,W00017,2.1,0.8748,0.0832,0.3061,Sleeping
844,W00017,2.15,0.9027,0.0898,0.3068,Sleeping
845,W00017,2.2,0.8935,0.0891,0.309,Sleeping
846,W00017,2.25,0.891,0.0773,0.2997,Sleeping
847,W00017,2.3,0.8829,0.085,0.3049,Sleeping
848,W00017,2.35,0.8882,0.0731,0.2952,Sleeping
849,W00017,2.4,0.8911,0.0929,0.3038,Sleeping
850,W00017,2.45,0.8881,0.0917,0.3048,Sleeping
851,W00018,0.0,0.204,0.218,0.9077,Walking
852,W00018,0.05,0.0399,0.0956,0.9673,Walking
853,W00018,0.1,-0.1261,0.1373,0.8643,Walking
854,W00018,0.15,-0.0124,-0.051,0.9176,Walking
855,W00018,0.2,-0.0478,0.1019,0.7813,Walking
856,W00018,0.25,0.0553,0.1475,1.0741,Walking
857,W00018,0.3,0.0631,-0.0764,1.0567,Walking
858,W00018,0.35,-0.0054,0.1692,0.9603,Walking
859,W00018,0.4,0.189,0.3428,1.0736,Walking
860,W00018,0.45,0.115,0.1635,0.9714,Walking
861,W00018,0.5,0.1519,0.324,1.1222,Walking
862,W00018,0.55,0.2802,0.2478,1.0242,Walking
863,W00018,0.6,0.2706,0.2931,0.9914,Walking
864,W00018,0.65,0.02,0.1583,0.9094,Walking
865,W00018,0.7,0.1432,0.0831,0.9076,Walking
866,W00018,0.75,-0.0072,0.0675,1.0451,Walking
867,W00018,0.8,-0.074,0.039,0.9717,Walking
868,W00018,0.85,0.009,0.0043,0.9399,Walking
869,W00018,0.9,0.0923,-0.0153,0.8572,Walking
870,W00018,0.95,0.1521,0.1663,0.9569,Walking
871,W00018,1.0,0.1732,0.0696,0.9459,Walking
872,W00018,1.05,0.0209,0.0643,1.0239,Walking
873,W00018,1.1,0.0452,0.1282,1.021,Walking
874,W00018,1.15,0.0538,0.273,0.9507,Walking
875,W00018,1.2,0.3432,0.069,0.9381,Walking
876,W00018,1.25,0.0737,0.2797,0.9036,Walking
877,W00018,1.3,0.1657,0.2706,0.9986,Walking
878,W00018,1.35,0.101,0.2757,0.75,Walking
879,W00018,1.4,0.0266,0.0935,0.963,Walking
880,W00018,1.45,0.0672,0.0224,0.8947,Walking
881,W00018,1.5,-0.135,0.0739,0.8572,Walking
882,W00018,1.55,0.0175,0.0618,0.9703,Walking
883,W00018,1.6,0.0294,0.1667,0.9288,Walking
884,W00018,1.65,-0.0013,0.0955,0.882,Walking
885,W00018,1.7,-0.0168,0.0986,0.881,Walking
886,W00018,1.75,0.1019,0.0711,0.9122,Walking
887,W00018,1.8,0.2056,0.2,1.0029,Walking
888,W00018,1.85,0.1042,0.2476,0.9487,Walking
889,W00018,1.9,-0.0083,0.3417,1.0015,Walking
890,W00018,1.95,0.2267,0.241,0.9843,Walking
891,W00018,2.0,0.1834,0.3083,0.9906,Walking
892,W00018,2.05,-0.0011,0.2568,1.0327,Walking
893,W00018,2.1,0.0373,0.0519,0.8722,Walking
894,W00018,2.15,0.0375,-0.0148,0.8852,Walking
895,W00018,2.2,-0.117,0.0039,0.7139,Walking
896,W00018,2.25,0.0249,0.0341,0.8975,Walking
897,W00018,2.3,0.0281,0.0066,0.9461,Walking
898,W00018,2.35,0.1619,0.1619,1.0407,Walking
899,W00018,2.4,0.0268,0.2038,0.9355,Walking
900,W00018,2.45,0.3075,0.2902,1.1146,Walking
901,W00019,0.0,-0.2222,-0.1552,0.8091,Running
902,W00019,0.05,-0.2209,0.0496,0.5255,Running
903,W00019,0.1,0.243,0.5241,1.278,Running
904,W00019,0.15,0.8791,0.4778,0.9982,Running
905,W00019,0.2,0.4876,0.5225,1.0982,Running
906,W00019,0.25,0.1258,0.4214,0.8036,Running
907,W00019,0.3,-0.3343,-0.1574,0.6331,Running
908,W00019,0.35,-0.2667,-0.1013,0.5984,Running
909,W00019,0.4,-0.1127,0.2193,0.961,Running
910,W00019,0.45,0.4737,0.5965,0.9384,Running
911,W00019,0.5,0.6609,0.5915,0.9116,Running
912,W00019,0.55,0.3491,0.2055,0.8805,Running
913,W00019,0.6,0.0022,-0.0123,0.7675,Running
914,W00019,0.65,-0.3107,0.0302,0.3768,Running
915,W00019,0.7,-0.0602,-0.3039,0.8929,Running
916,W00019,0.75,0.3424,0.2129,0.8656,Running
917,W00019,0.8,0.8622,0.4721,1.211,Running
918,W00019,0.85,0.451,0.5203,1.2572,Running
919,W00019,0.9,0.0557,0.5081,0.9082,Running
920,W00019,0.95,-0.5559,0.1364,0.7798,Running
921,W00019,1.0,-0.4749,0.2664,0.6383,Running
922,W00019,1.05,0.2301,0.1029,0.7737,Running
923,W00019,1.1,0.5565,0.5308,0.7747,Running
924,W00019,1.15,0.3874,0.8136,1.0708,Running
925,W00019,1.2,0.3131,0.1956,0.8794,Running
926,W00019,1.25,-0.2091,-0.0879,0.4087,Running
927,W00019,1.3,-0.5571,-0.4339,0.7193,Running
928,W00019,1.35,-0.0852,0.2898,1.0069,Running
929,W00019,1.4,0.3227,0.2123,1.0393,Running
930,W00019,1.45,0.6774,0.3576,1.2785,Running
931,W00019,1.5,0.6733,0.4634,1.0063,Running
932,W00019,1.55,-0.0364,0.0534,0.7036,Running
933,W00019,1.6,-0.1779,-0.1768,0.7075,Running
934,W00019,1.65,-0.3515,-0.0667,0.6572,Running
935,W00019,1.7,0.0775,0.1631,0.7099,Running
936,W00019,1.75,0.7649,0.7673,1.2175,Running
937,W00019,1.8,0.7177,0.6018,1.1239,Running
